minute_idx,BTC,DOGE,ETH,SOL,XRP,all_assets_med
648,0.08399163813403365,0.7221671018985936,0.23304775401301614,0.4632165027904511,0.3653195836333742,0.3653195836333742
649,0.08396961006958417,0.8861716839145726,0.2520494951785408,0.4669497821884788,0.4012598816262311,0.4012598816262311
650,0.11314996936655654,0.8656659292017947,0.2952250083264533,0.5156131440586642,0.3969445037345102,0.3969445037345102
651,0.0897702894006132,0.7818673817578408,0.23650637064438015,0.4819005022416673,0.3675625690142493,0.3675625690142493
652,0.10352941883660205,0.7854807825046984,0.28097574536203657,0.5035189684298348,0.38418545228859147,0.38418545228859147
653,0.09510054666272617,0.5758026483264507,0.24501350195114333,0.46619683005056717,0.3678642569658631,0.3678642569658631
654,0.08539997624898257,0.5413944498139521,0.24746991911835786,0.46669659373405126,0.36478874883232787,0.36478874883232787
655,0.08999000277262129,0.6050857436945976,0.2496969280316595,0.5128378585125576,0.3877356686716204,0.3877356686716204
656,0.08602912662777447,0.476868766886703,0.2448250311544842,0.46143089783096736,0.37713161048843075,0.37713161048843075
657,0.08686143769599139,0.4895569401729509,0.31275836664106654,0.46992617454634994,0.3642702042179172,0.3642702042179172
658,0.09366886331999352,0.5814491460169485,0.24518027484228247,0.47016720805270346,0.3677461020539172,0.3677461020539172
659,0.08536783255154672,0.49736389318090607,0.23670228920649364,0.46600850781871905,0.35471684727583475,0.35471684727583475
660,0.08607316277751793,0.5290328756184001,0.23655227880409152,0.5111346218928151,0.3739774467636353,0.3739774467636353
661,0.09353269827905622,0.5073209710159269,0.2553550635499513,0.47811267200810553,0.3578259451242924,0.3578259451242924
662,0.08454872468998577,0.5690018300207348,0.2323597346232573,0.4533588719740884,0.3643216405589158,0.3643216405589158
663,0.09191877029154744,0.6674172654443018,0.27577426874741756,0.5017672532365465,0.370527402280853,0.370527402280853
664,0.08303178778751986,0.6907322616381422,0.25978799953660847,0.47774079793247326,0.36762977277966397,0.36762977277966397
665,0.08522663946915733,0.6707532354642703,0.24676566803715286,0.5299797417276965,0.38322959235692006,0.38322959235692006
666,0.08527375352710809,0.7571356711284607,0.2680196694996121,0.5309042800657999,0.37712545910164047,0.37712545910164047
667,0.08769007538955653,0.5852430067984946,0.23688242578169716,0.4827499625698241,0.3680056382496247,0.3680056382496247
668,0.08378344445604591,0.8770519727308852,0.2408051373605457,0.47762374529886337,0.38361701222987216,0.38361701222987216
669,0.08898860002757517,0.7821709959108712,0.26159551178053037,0.5390650765780278,0.4031743879131584,0.4031743879131584
670,0.0959669188152272,0.8379534776475426,0.25164549059496866,0.5846344685782233,0.40670345662709484,0.40670345662709484
671,0.0927528266263725,0.6312496026586626,0.28908617154947264,0.4813927548810951,0.4516369261846829,0.4516369261846829
672,0.08454719168978354,0.6173239839231816,0.23478089633242855,0.4612789886563471,0.3711179415684537,0.3711179415684537
673,0.08229812920178885,0.5312373424680901,0.2496170453814374,0.45282490396452874,0.3678923103360517,0.3678923103360517
